benchmark	section	cohort_model_path	cell	key	task	condition	run	primitive	budget_tokens	depth	rerun_reason	rerun_priority	summary_marker_errors	exit_status	resolved	started_at_CDT	source_run_dir	source_trial_dir	harbor_job
terminalbench	ablation	qwen35b	d05__b2k__ss	crack-7z-hash.hard__structured-summarize__r3	crack-7z-hash.hard	structured-summarize	3	structured_summarize	2000	0.5	tb_unverifiable	probable	0		False	2026-09-03T22:58:54.027585-05:00	ICLR_results/terminalbench/ablation/qwen35b/d05__b2k__ss/crack-7z-hash.hard/structured-summarize/run_3	logs/harbor_jobs/terminalbench/qwen35b/qwen35b-structured-summarize-r3-1788493469288/crack-7z-hash.hard__9QJkdn2	qwen35b-structured-summarize-r3-1788493469288
terminalbench	ablation	qwen35b	d05__b2k__ss	sqlite-with-gcov__structured-summarize__r3	sqlite-with-gcov	structured-summarize	3	structured_summarize	2000	0.5	tb_unverifiable	probable	0		False	2026-09-03T22:44:30.698405-05:00	ICLR_results/terminalbench/ablation/qwen35b/d05__b2k__ss/sqlite-with-gcov/structured-summarize/run_3	logs/harbor_jobs/terminalbench/qwen35b/qwen35b-structured-summarize-r3-1788493469288/sqlite-with-gcov__w9xBzFx	qwen35b-structured-summarize-r3-1788493469288
terminalbench	ablation	qwen35b	d05__b2k__ss-partial	sanitize-git-repo.hard__structured-summarize-partial__r2	sanitize-git-repo.hard	structured-summarize-partial	2	structured_summarize_partial	2000	0.5	tb_erasure_possible	probable	0	Submitted	False	2026-09-04T00:54:22.809305-05:00	ICLR_results/terminalbench/ablation/qwen35b/d05__b2k__ss-partial/sanitize-git-repo.hard/structured-summarize-partial/run_2	logs/harbor_jobs/terminalbench/qwen35b/qwen35b-structured-summarize-partial-r2-1788500098959/sanitize-git-repo.hard__Ys4SoSh	qwen35b-structured-summarize-partial-r2-1788500098959
terminalbench	ablation	qwen35b	d05__b2k__su-full	blind-maze-explorer-5x5__summarization__r1	blind-maze-explorer-5x5	summarization	1	summarization	2000	0.5	summary_failure_accounting	priority	0		False	2026-09-03T15:43:16.882331-05:00	ICLR_results/terminalbench/ablation/qwen35b/d05__b2k__su-full/blind-maze-explorer-5x5/summarization/run_1	logs/harbor_jobs/terminalbench/qwen35b/qwen35b-summarization-r1-1788466985901/blind-maze-explorer-5x5__S72gfvt	qwen35b-summarization-r1-1788466985901
terminalbench	ablation	qwen35b	d05__b2k__su-full	crack-7z-hash.hard__summarization__r1	crack-7z-hash.hard	summarization	1	summarization	2000	0.5	summary_related_response	probable	0		False	2026-09-03T15:36:55.081650-05:00	ICLR_results/terminalbench/ablation/qwen35b/d05__b2k__su-full/crack-7z-hash.hard/summarization/run_1	logs/harbor_jobs/terminalbench/qwen35b/qwen35b-summarization-r1-1788466985901/crack-7z-hash.hard__he9c4PT	qwen35b-summarization-r1-1788466985901
terminalbench	ablation	qwen35b	d05__b2k__su-full	csv-to-parquet__summarization__r1	csv-to-parquet	summarization	1	summarization	2000	0.5	tb_unverifiable	probable	0		False	2026-09-03T15:30:31.888842-05:00	ICLR_results/terminalbench/ablation/qwen35b/d05__b2k__su-full/csv-to-parquet/summarization/run_1	logs/harbor_jobs/terminalbench/qwen35b/qwen35b-summarization-r1-1788466985901/csv-to-parquet__n9mv892	qwen35b-summarization-r1-1788466985901
terminalbench	ablation	qwen35b	d05__b2k__su-full	gpt2-codegolf__summarization__r1	gpt2-codegolf	summarization	1	summarization	2000	0.5	summary_related_response	probable	0		False	2026-09-03T15:29:32.700485-05:00	ICLR_results/terminalbench/ablation/qwen35b/d05__b2k__su-full/gpt2-codegolf/summarization/run_1	logs/harbor_jobs/terminalbench/qwen35b/qwen35b-summarization-r1-1788466985901/gpt2-codegolf__JCLxmbj	qwen35b-summarization-r1-1788466985901
terminalbench	ablation	qwen35b	d05__b2k__su-full	heterogeneous-dates__summarization__r1	heterogeneous-dates	summarization	1	summarization	2000	0.5	summary_failure_accounting	priority	0		False	2026-09-03T15:48:45.524947-05:00	ICLR_results/terminalbench/ablation/qwen35b/d05__b2k__su-full/heterogeneous-dates/summarization/run_1	logs/harbor_jobs/terminalbench/qwen35b/qwen35b-summarization-r1-1788466985901/heterogeneous-dates__wf6ZQWH	qwen35b-summarization-r1-1788466985901
terminalbench	ablation	qwen35b	d05__b2k__su-full	hf-model-inference__summarization__r1	hf-model-inference	summarization	1	summarization	2000	0.5	summary_related_response	probable	0		False	2026-09-03T15:29:37.846189-05:00	ICLR_results/terminalbench/ablation/qwen35b/d05__b2k__su-full/hf-model-inference/summarization/run_1	logs/harbor_jobs/terminalbench/qwen35b/qwen35b-summarization-r1-1788466985901/hf-model-inference__atFg2bm	qwen35b-summarization-r1-1788466985901
terminalbench	ablation	qwen35b	d05__b2k__su-full	incompatible-python-fasttext__summarization__r1	incompatible-python-fasttext	summarization	1	summarization	2000	0.5	summary_failure_accounting	priority	0		False	2026-09-03T15:23:07.231320-05:00	ICLR_results/terminalbench/ablation/qwen35b/d05__b2k__su-full/incompatible-python-fasttext/summarization/run_1	logs/harbor_jobs/terminalbench/qwen35b/qwen35b-summarization-r1-1788466985901/incompatible-python-fasttext__Yvek7oJ	qwen35b-summarization-r1-1788466985901
terminalbench	ablation	qwen35b	d05__b2k__su-full	processing-pipeline__summarization__r1	processing-pipeline	summarization	1	summarization	2000	0.5	tb_unverifiable	probable	0		False	2026-09-03T15:35:58.322421-05:00	ICLR_results/terminalbench/ablation/qwen35b/d05__b2k__su-full/processing-pipeline/summarization/run_1	logs/harbor_jobs/terminalbench/qwen35b/qwen35b-summarization-r1-1788466985901/processing-pipeline__hNTvod2	qwen35b-summarization-r1-1788466985901
terminalbench	ablation	qwen35b	d05__b2k__su-full	pytorch-model-cli.hard__summarization__r1	pytorch-model-cli.hard	summarization	1	summarization	2000	0.5	summary_failure_accounting	priority	0		False	2026-09-03T15:23:07.280285-05:00	ICLR_results/terminalbench/ablation/qwen35b/d05__b2k__su-full/pytorch-model-cli.hard/summarization/run_1	logs/harbor_jobs/terminalbench/qwen35b/qwen35b-summarization-r1-1788466985901/pytorch-model-cli.hard__m8rSGWU	qwen35b-summarization-r1-1788466985901
terminalbench	ablation	qwen35b	d05__b2k__su-full	blind-maze-explorer-5x5__summarization__r2	blind-maze-explorer-5x5	summarization	2	summarization	2000	0.5	summary_failure_accounting	priority	0		False	2026-09-03T16:39:07.687408-05:00	ICLR_results/terminalbench/ablation/qwen35b/d05__b2k__su-full/blind-maze-explorer-5x5/summarization/run_2	logs/harbor_jobs/terminalbench/qwen35b/qwen35b-summarization-r2-1788470339261/blind-maze-explorer-5x5__54RQuHc	qwen35b-summarization-r2-1788470339261
terminalbench	ablation	qwen35b	d05__b2k__su-full	csv-to-parquet__summarization__r2	csv-to-parquet	summarization	2	summarization	2000	0.5	tb_unverifiable	probable	0		False	2026-09-03T16:26:21.040026-05:00	ICLR_results/terminalbench/ablation/qwen35b/d05__b2k__su-full/csv-to-parquet/summarization/run_2	logs/harbor_jobs/terminalbench/qwen35b/qwen35b-summarization-r2-1788470339261/csv-to-parquet__t9aRoGf	qwen35b-summarization-r2-1788470339261
terminalbench	ablation	qwen35b	d05__b2k__su-full	heterogeneous-dates__summarization__r2	heterogeneous-dates	summarization	2	summarization	2000	0.5	summary_failure_accounting	priority	0		False	2026-09-03T16:44:37.086579-05:00	ICLR_results/terminalbench/ablation/qwen35b/d05__b2k__su-full/heterogeneous-dates/summarization/run_2	logs/harbor_jobs/terminalbench/qwen35b/qwen35b-summarization-r2-1788470339261/heterogeneous-dates__N5YAvnF	qwen35b-summarization-r2-1788470339261
terminalbench	ablation	qwen35b	d05__b2k__su-full	hf-model-inference__summarization__r2	hf-model-inference	summarization	2	summarization	2000	0.5	summary_failure_accounting	priority	0		False	2026-09-03T16:25:29.436817-05:00	ICLR_results/terminalbench/ablation/qwen35b/d05__b2k__su-full/hf-model-inference/summarization/run_2	logs/harbor_jobs/terminalbench/qwen35b/qwen35b-summarization-r2-1788470339261/hf-model-inference__vMQ3dhp	qwen35b-summarization-r2-1788470339261
terminalbench	ablation	qwen35b	d05__b2k__su-full	processing-pipeline__summarization__r2	processing-pipeline	summarization	2	summarization	2000	0.5	summary_failure_accounting	priority	0		False	2026-09-03T16:31:49.906663-05:00	ICLR_results/terminalbench/ablation/qwen35b/d05__b2k__su-full/processing-pipeline/summarization/run_2	logs/harbor_jobs/terminalbench/qwen35b/qwen35b-summarization-r2-1788470339261/processing-pipeline__vQ9NdKx	qwen35b-summarization-r2-1788470339261
terminalbench	ablation	qwen35b	d05__b2k__su-full	pytorch-model-cli.hard__summarization__r2	pytorch-model-cli.hard	summarization	2	summarization	2000	0.5	tb_unverifiable	probable	0		False	2026-09-03T16:19:00.669548-05:00	ICLR_results/terminalbench/ablation/qwen35b/d05__b2k__su-full/pytorch-model-cli.hard/summarization/run_2	logs/harbor_jobs/terminalbench/qwen35b/qwen35b-summarization-r2-1788470339261/pytorch-model-cli.hard__t7xW6UP	qwen35b-summarization-r2-1788470339261
terminalbench	ablation	qwen35b	d05__b2k__su-full	sanitize-git-repo.hard__summarization__r2	sanitize-git-repo.hard	summarization	2	summarization	2000	0.5	tb_unverifiable	probable	0		False	2026-09-03T16:38:16.014215-05:00	ICLR_results/terminalbench/ablation/qwen35b/d05__b2k__su-full/sanitize-git-repo.hard/summarization/run_2	logs/harbor_jobs/terminalbench/qwen35b/qwen35b-summarization-r2-1788470339261/sanitize-git-repo.hard__29Fawfn	qwen35b-summarization-r2-1788470339261
terminalbench	ablation	qwen35b	d05__b2k__su-full	swe-bench-fsspec__summarization__r2	swe-bench-fsspec	summarization	2	summarization	2000	0.5	tb_unverifiable	probable	0		False	2026-09-03T16:29:21.851975-05:00	ICLR_results/terminalbench/ablation/qwen35b/d05__b2k__su-full/swe-bench-fsspec/summarization/run_2	logs/harbor_jobs/terminalbench/qwen35b/qwen35b-summarization-r2-1788470339261/swe-bench-fsspec__UfxyfYt	qwen35b-summarization-r2-1788470339261
terminalbench	ablation	qwen35b	d05__b2k__su-full	blind-maze-explorer-5x5__summarization__r3	blind-maze-explorer-5x5	summarization	3	summarization	2000	0.5	summary_failure_accounting	priority	0		False	2026-09-03T17:35:28.070751-05:00	ICLR_results/terminalbench/ablation/qwen35b/d05__b2k__su-full/blind-maze-explorer-5x5/summarization/run_3	logs/harbor_jobs/terminalbench/qwen35b/qwen35b-summarization-r3-1788473706123/blind-maze-explorer-5x5__y48C9G2	qwen35b-summarization-r3-1788473706123
terminalbench	ablation	qwen35b	d05__b2k__su-full	csv-to-parquet__summarization__r3	csv-to-parquet	summarization	3	summarization	2000	0.5	summary_failure_accounting	priority	0		False	2026-09-03T17:22:41.605894-05:00	ICLR_results/terminalbench/ablation/qwen35b/d05__b2k__su-full/csv-to-parquet/summarization/run_3	logs/harbor_jobs/terminalbench/qwen35b/qwen35b-summarization-r3-1788473706123/csv-to-parquet__XF4oUpC	qwen35b-summarization-r3-1788473706123
terminalbench	ablation	qwen35b	d05__b2k__su-full	gpt2-codegolf__summarization__r3	gpt2-codegolf	summarization	3	summarization	2000	0.5	summary_related_response	probable	0		False	2026-09-03T17:21:34.855218-05:00	ICLR_results/terminalbench/ablation/qwen35b/d05__b2k__su-full/gpt2-codegolf/summarization/run_3	logs/harbor_jobs/terminalbench/qwen35b/qwen35b-summarization-r3-1788473706123/gpt2-codegolf__swRN4vA	qwen35b-summarization-r3-1788473706123
terminalbench	ablation	qwen35b	d05__b2k__su-full	heterogeneous-dates__summarization__r3	heterogeneous-dates	summarization	3	summarization	2000	0.5	summary_related_response	probable	0		True	2026-09-03T17:40:45.608377-05:00	ICLR_results/terminalbench/ablation/qwen35b/d05__b2k__su-full/heterogeneous-dates/summarization/run_3	logs/harbor_jobs/terminalbench/qwen35b/qwen35b-summarization-r3-1788473706123/heterogeneous-dates__bo5cDD5	qwen35b-summarization-r3-1788473706123
terminalbench	ablation	qwen35b	d05__b2k__su-full	hf-model-inference__summarization__r3	hf-model-inference	summarization	3	summarization	2000	0.5	summary_related_response	probable	0		False	2026-09-03T17:21:37.835336-05:00	ICLR_results/terminalbench/ablation/qwen35b/d05__b2k__su-full/hf-model-inference/summarization/run_3	logs/harbor_jobs/terminalbench/qwen35b/qwen35b-summarization-r3-1788473706123/hf-model-inference__QKWKaaD	qwen35b-summarization-r3-1788473706123
terminalbench	ablation	qwen35b	d05__b2k__su-full	incompatible-python-fasttext__summarization__r3	incompatible-python-fasttext	summarization	3	summarization	2000	0.5	summary_failure_accounting	priority	0		False	2026-09-03T17:15:07.472390-05:00	ICLR_results/terminalbench/ablation/qwen35b/d05__b2k__su-full/incompatible-python-fasttext/summarization/run_3	logs/harbor_jobs/terminalbench/qwen35b/qwen35b-summarization-r3-1788473706123/incompatible-python-fasttext__Pime6j8	qwen35b-summarization-r3-1788473706123
terminalbench	ablation	qwen35b	d05__b2k__su-full	processing-pipeline__summarization__r3	processing-pipeline	summarization	3	summarization	2000	0.5	summary_failure_accounting	priority	0		False	2026-09-03T17:27:58.978747-05:00	ICLR_results/terminalbench/ablation/qwen35b/d05__b2k__su-full/processing-pipeline/summarization/run_3	logs/harbor_jobs/terminalbench/qwen35b/qwen35b-summarization-r3-1788473706123/processing-pipeline__F65hdBh	qwen35b-summarization-r3-1788473706123
terminalbench	ablation	qwen35b	d05__b2k__su-full	prove-plus-comm__summarization__r3	prove-plus-comm	summarization	3	summarization	2000	0.5	tb_unverifiable	probable	0		True	2026-09-03T17:15:07.515541-05:00	ICLR_results/terminalbench/ablation/qwen35b/d05__b2k__su-full/prove-plus-comm/summarization/run_3	logs/harbor_jobs/terminalbench/qwen35b/qwen35b-summarization-r3-1788473706123/prove-plus-comm__VNM9hif	qwen35b-summarization-r3-1788473706123
terminalbench	ablation	qwen35b	d05__b2k__su-full	pytorch-model-cli.hard__summarization__r3	pytorch-model-cli.hard	summarization	3	summarization	2000	0.5	tb_unverifiable	probable	0		False	2026-09-03T17:15:07.521870-05:00	ICLR_results/terminalbench/ablation/qwen35b/d05__b2k__su-full/pytorch-model-cli.hard/summarization/run_3	logs/harbor_jobs/terminalbench/qwen35b/qwen35b-summarization-r3-1788473706123/pytorch-model-cli.hard__PqRRfao	qwen35b-summarization-r3-1788473706123
terminalbench	ablation	qwen35b	d05__b2k__su-full	sqlite-with-gcov__summarization__r3	sqlite-with-gcov	summarization	3	summarization	2000	0.5	summary_related_response	probable	0		False	2026-09-03T17:15:07.527634-05:00	ICLR_results/terminalbench/ablation/qwen35b/d05__b2k__su-full/sqlite-with-gcov/summarization/run_3	logs/harbor_jobs/terminalbench/qwen35b/qwen35b-summarization-r3-1788473706123/sqlite-with-gcov__qnwZ4Nm	qwen35b-summarization-r3-1788473706123
terminalbench	ablation	qwen35b	d05__b2k__su-full	swe-bench-fsspec__summarization__r3	swe-bench-fsspec	summarization	3	summarization	2000	0.5	summary_failure_accounting	priority	0		False	2026-09-03T17:25:28.619411-05:00	ICLR_results/terminalbench/ablation/qwen35b/d05__b2k__su-full/swe-bench-fsspec/summarization/run_3	logs/harbor_jobs/terminalbench/qwen35b/qwen35b-summarization-r3-1788473706123/swe-bench-fsspec__YEVryyF	qwen35b-summarization-r3-1788473706123
terminalbench	ablation	qwen35b	d05__b2k__su-partial	blind-maze-explorer-5x5__summarization-partial__r1	blind-maze-explorer-5x5	summarization-partial	1	summarization_partial	2000	0.5	summary_failure_accounting	priority	0		False	2026-09-03T18:31:26.475580-05:00	ICLR_results/terminalbench/ablation/qwen35b/d05__b2k__su-partial/blind-maze-explorer-5x5/summarization-partial/run_1	logs/harbor_jobs/terminalbench/qwen35b/qwen35b-summarization-partial-r1-1788477067102/blind-maze-explorer-5x5__QRALHUV	qwen35b-summarization-partial-r1-1788477067102
terminalbench	ablation	qwen35b	d05__b2k__su-partial	crack-7z-hash.hard__summarization-partial__r1	crack-7z-hash.hard	summarization-partial	1	summarization_partial	2000	0.5	summary_related_response	probable	0		False	2026-09-03T18:25:05.353503-05:00	ICLR_results/terminalbench/ablation/qwen35b/d05__b2k__su-partial/crack-7z-hash.hard/summarization-partial/run_1	logs/harbor_jobs/terminalbench/qwen35b/qwen35b-summarization-partial-r1-1788477067102/crack-7z-hash.hard__6hDtxda	qwen35b-summarization-partial-r1-1788477067102
terminalbench	ablation	qwen35b	d05__b2k__su-partial	csv-to-parquet__summarization-partial__r1	csv-to-parquet	summarization-partial	1	summarization_partial	2000	0.5	summary_failure_accounting	priority	0		False	2026-09-03T18:18:40.871899-05:00	ICLR_results/terminalbench/ablation/qwen35b/d05__b2k__su-partial/csv-to-parquet/summarization-partial/run_1	logs/harbor_jobs/terminalbench/qwen35b/qwen35b-summarization-partial-r1-1788477067102/csv-to-parquet__c3QFFTD	qwen35b-summarization-partial-r1-1788477067102
terminalbench	ablation	qwen35b	d05__b2k__su-partial	download-youtube__summarization-partial__r1	download-youtube	summarization-partial	1	summarization_partial	2000	0.5	summary_failure_accounting	priority	0		False	2026-09-03T18:30:22.870510-05:00	ICLR_results/terminalbench/ablation/qwen35b/d05__b2k__su-partial/download-youtube/summarization-partial/run_1	logs/harbor_jobs/terminalbench/qwen35b/qwen35b-summarization-partial-r1-1788477067102/download-youtube__BtMWDtX	qwen35b-summarization-partial-r1-1788477067102
terminalbench	ablation	qwen35b	d05__b2k__su-partial	gpt2-codegolf__summarization-partial__r1	gpt2-codegolf	summarization-partial	1	summarization_partial	2000	0.5	summary_failure_accounting	priority	0		False	2026-09-03T18:17:34.246284-05:00	ICLR_results/terminalbench/ablation/qwen35b/d05__b2k__su-partial/gpt2-codegolf/summarization-partial/run_1	logs/harbor_jobs/terminalbench/qwen35b/qwen35b-summarization-partial-r1-1788477067102/gpt2-codegolf__nuvXMEe	qwen35b-summarization-partial-r1-1788477067102
terminalbench	ablation	qwen35b	d05__b2k__su-partial	heterogeneous-dates__summarization-partial__r1	heterogeneous-dates	summarization-partial	1	summarization_partial	2000	0.5	summary_failure_accounting	priority	0		False	2026-09-03T18:36:44.615097-05:00	ICLR_results/terminalbench/ablation/qwen35b/d05__b2k__su-partial/heterogeneous-dates/summarization-partial/run_1	logs/harbor_jobs/terminalbench/qwen35b/qwen35b-summarization-partial-r1-1788477067102/heterogeneous-dates__fBEq8si	qwen35b-summarization-partial-r1-1788477067102
terminalbench	ablation	qwen35b	d05__b2k__su-partial	hf-model-inference__summarization-partial__r1	hf-model-inference	summarization-partial	1	summarization_partial	2000	0.5	summary_failure_accounting	priority	0		False	2026-09-03T18:17:38.382446-05:00	ICLR_results/terminalbench/ablation/qwen35b/d05__b2k__su-partial/hf-model-inference/summarization-partial/run_1	logs/harbor_jobs/terminalbench/qwen35b/qwen35b-summarization-partial-r1-1788477067102/hf-model-inference__2KdhYdS	qwen35b-summarization-partial-r1-1788477067102
terminalbench	ablation	qwen35b	d05__b2k__su-partial	incompatible-python-fasttext__summarization-partial__r1	incompatible-python-fasttext	summarization-partial	1	summarization_partial	2000	0.5	summary_failure_accounting	priority	0		False	2026-09-03T18:11:08.453436-05:00	ICLR_results/terminalbench/ablation/qwen35b/d05__b2k__su-partial/incompatible-python-fasttext/summarization-partial/run_1	logs/harbor_jobs/terminalbench/qwen35b/qwen35b-summarization-partial-r1-1788477067102/incompatible-python-fasttext__zHcisdj	qwen35b-summarization-partial-r1-1788477067102
terminalbench	ablation	qwen35b	d05__b2k__su-partial	processing-pipeline__summarization-partial__r1	processing-pipeline	summarization-partial	1	summarization_partial	2000	0.5	summary_failure_accounting	priority	0		False	2026-09-03T18:23:59.030477-05:00	ICLR_results/terminalbench/ablation/qwen35b/d05__b2k__su-partial/processing-pipeline/summarization-partial/run_1	logs/harbor_jobs/terminalbench/qwen35b/qwen35b-summarization-partial-r1-1788477067102/processing-pipeline__mfhMrfT	qwen35b-summarization-partial-r1-1788477067102
terminalbench	ablation	qwen35b	d05__b2k__su-partial	pytorch-model-cli.hard__summarization-partial__r1	pytorch-model-cli.hard	summarization-partial	1	summarization_partial	2000	0.5	summary_failure_accounting	priority	0		False	2026-09-03T18:11:08.508625-05:00	ICLR_results/terminalbench/ablation/qwen35b/d05__b2k__su-partial/pytorch-model-cli.hard/summarization-partial/run_1	logs/harbor_jobs/terminalbench/qwen35b/qwen35b-summarization-partial-r1-1788477067102/pytorch-model-cli.hard__gJxzaik	qwen35b-summarization-partial-r1-1788477067102
terminalbench	ablation	qwen35b	d05__b2k__su-partial	sanitize-git-repo.hard__summarization-partial__r1	sanitize-git-repo.hard	summarization-partial	1	summarization_partial	2000	0.5	summary_failure_accounting	priority	0		False	2026-09-03T18:30:26.883069-05:00	ICLR_results/terminalbench/ablation/qwen35b/d05__b2k__su-partial/sanitize-git-repo.hard/summarization-partial/run_1	logs/harbor_jobs/terminalbench/qwen35b/qwen35b-summarization-partial-r1-1788477067102/sanitize-git-repo.hard__Z6yz3DD	qwen35b-summarization-partial-r1-1788477067102
terminalbench	ablation	qwen35b	d05__b2k__su-partial	swe-bench-fsspec__summarization-partial__r1	swe-bench-fsspec	summarization-partial	1	summarization_partial	2000	0.5	summary_failure_accounting	priority	0		False	2026-09-03T18:21:29.337994-05:00	ICLR_results/terminalbench/ablation/qwen35b/d05__b2k__su-partial/swe-bench-fsspec/summarization-partial/run_1	logs/harbor_jobs/terminalbench/qwen35b/qwen35b-summarization-partial-r1-1788477067102/swe-bench-fsspec__nGxd79A	qwen35b-summarization-partial-r1-1788477067102
terminalbench	ablation	qwen35b	d05__b2k__su-partial	write-compressor__summarization-partial__r1	write-compressor	summarization-partial	1	summarization_partial	2000	0.5	summary_failure_accounting	priority	0		False	2026-09-03T18:24:00.234492-05:00	ICLR_results/terminalbench/ablation/qwen35b/d05__b2k__su-partial/write-compressor/summarization-partial/run_1	logs/harbor_jobs/terminalbench/qwen35b/qwen35b-summarization-partial-r1-1788477067102/write-compressor__mwMAagw	qwen35b-summarization-partial-r1-1788477067102
terminalbench	ablation	qwen35b	d05__b2k__su-partial	blind-maze-explorer-5x5__summarization-partial__r2	blind-maze-explorer-5x5	summarization-partial	2	summarization_partial	2000	0.5	summary_failure_accounting	priority	0		False	2026-09-03T19:27:44.020291-05:00	ICLR_results/terminalbench/ablation/qwen35b/d05__b2k__su-partial/blind-maze-explorer-5x5/summarization-partial/run_2	logs/harbor_jobs/terminalbench/qwen35b/qwen35b-summarization-partial-r2-1788480458101/blind-maze-explorer-5x5__C2urBvk	qwen35b-summarization-partial-r2-1788480458101
